Number, x, y, size, angle, response
547,797.084,1223.32,3.90011,209.84,0.0252475
548,797.559,1059.41,5.66646,206.642,0.0261095
549,798.867,881.276,2.39041,240.172,0.0144368
550,801.496,1216.9,3.16499,220.406,0.0227038
551,801.994,1184.85,5.54089,38.9406,0.0146659
552,802.135,1285.75,44.6743,98.7274,0.0368962
553,802.641,1160.2,21.5617,37.1232,0.022859
554,802.641,1160.2,21.5617,237.226,0.022859
555,802.969,1063.65,4.37112,49.9575,0.0165425
556,803.029,1140.74,2.63235,224.154,0.0141345
557,803.125,966.471,4.09479,41.0352,0.0172037
558,803.561,336.647,16.2225,184.478,0.0673913
559,803.561,336.647,16.2225,281.74,0.0673913
560,804.63,284.225,9.62555,73.8112,0.0709565
561,804.63,284.225,9.62555,168.005,0.0709565
562,804.749,109.3,5.36619,328.688,0.0179764
563,805.306,274.379,2.22803,95.9799,0.0226239
564,805.344,274.169,2.62263,95.4946,0.022355
565,805.39,340.09,13.0593,185.487,0.0686594
566,805.39,340.09,13.0593,288.324,0.0686594
567,805.546,1133.28,3.43027,230.8,0.018206
568,805.926,1034.91,4.85558,220.047,0.0181104
569,808.615,871.368,3.44225,239.928,0.0189102
570,808.634,1215.5,3.03071,229.349,0.0174488
571,809.12,1284.92,47.6706,99.3231,0.0367511
572,809.794,958.876,4.24535,39.9058,0.0143874
573,810.716,129.737,15.1222,321.922,0.0382827
574,811.265,874.385,3.022,241.333,0.0151512
575,811.475,874.806,3.65999,238.648,0.01494
576,812.268,1127.84,5.23391,231.423,0.0198216
577,812.392,1044.48,12.3414,212.089,0.0217768
578,813.133,1209.73,2.4563,214.971,0.0165737
579,814.176,1173.15,3.91586,54.4626,0.0148129
580,814.303,944.454,5.82633,308.584,0.0150423
581,814.36,868.562,4.28671,238.152,0.0193758
582,814.59,933.692,8.6313,4.06078,0.0178551
583,814.59,933.692,8.6313,324.779,0.0178551
584,814.682,1315.61,2.25957,103.742,0.0247287
585,815.977,1054.99,3.97625,63.7243,0.0169972
586,816.7,1201.02,3.79096,229.744,0.0230571
587,818.43,756.182,7.59028,220.387,0.0160475
588,818.548,441.52,15.4476,18.7414,0.0287929
589,819.878,1014.38,4.33856,221.66,0.0199084
590,822.004,1167.09,3.93072,38.758,0.014019
591,822.158,1195.94,3.71403,226.244,0.024502
592,822.356,770.335,13.3652,222.712,0.0135698
593,822.401,1117.67,4.25607,228.959,0.0198777
594,823.045,1123.82,4.36645,224.392,0.0142278
595,823.867,435.368,11.1932,14.3969,0.0286374
596,824.553,861.296,3.45436,239.872,0.0170705
597,827.11,1047.05,4.14201,51.3813,0.0178461
598,827.634,499.857,28.2563,10.2406,0.0489283
599,828.63,1189.56,4.23657,225.937,0.0224607
600,829.07,744.836,4.51113,216.111,0.0154683
601,830,527.658,11.72,271.889,0.0176416
602,830.189,1157.78,4.79583,47.2063,0.0142233
603,833.38,1006.97,4.15018,224.174,0.0152785
604,833.587,140.107,13.0653,335.288,0.0507239
605,833.593,999.49,5.5045,222.415,0.0220063
606,833.81,396.68,7.73855,43.0875,0.0197474
607,834.095,523.059,3.04689,277.034,0.0149227
608,835.486,1112.65,5.13601,227.052,0.014648
609,835.719,1181.8,3.9208,218.426,0.0217498
610,837.009,1105.14,3.52304,233.295,0.0204027
611,837.025,1187.85,4.25371,220.009,0.0158527
612,837.126,1040.59,4.24643,56.8177,0.0174701
613,839.122,892.829,5.11254,63.1502,0.0134594
614,839.787,848.297,7.23521,226.216,0.0158884
615,839.868,411.77,12.427,13.01,0.0559989
616,840.112,849.772,4.43045,227.55,0.0165099
617,840.132,998.449,2.54376,219.301,0.0148581
618,840.523,1181.62,2.74955,215.224,0.0164699
619,841.08,102.896,3.95255,183.178,0.014984
620,841.194,1149.78,4.43064,52.5349,0.0136909
621,841.259,1106.55,2.97576,231.108,0.0139878
622,841.604,1101.34,3.72582,227.049,0.0189293
623,842.095,990.623,3.50177,216.921,0.0208005
624,842.82,798.818,3.85242,59.1052,0.0156345
625,842.915,994.81,2.62313,221.698,0.0148646
626,842.942,996.306,4.04854,219.328,0.014691
627,843.158,275.007,8.27839,3.21354,0.0802711
628,843.416,184.745,4.08814,340.079,0.0140694
629,843.599,719.855,8.08783,191.115,0.0205869
630,844.108,1037.16,3.9049,60.7991,0.0164699
631,845.092,818.941,33.1748,65.4003,0.0205286
632,845.092,818.941,33.1748,219.727,0.0205286
633,845.623,1158.42,21.1686,238.567,0.0243824
634,846.694,1323.2,4.16418,104.746,0.0374176
635,846.833,20.9297,10.3982,189.531,0.0499654
636,846.833,20.9297,10.3982,277.169,0.0499654
637,847.247,1322.43,2.71606,104.216,0.0380804
638,848.413,461.538,2.0104,179.312,0.0151817
639,848.63,795.41,3.50453,62.3192,0.0142017
640,848.719,987.839,3.45339,219.525,0.0173469
641,848.936,988.095,3.87659,220.685,0.0172688
642,849.315,1093.97,3.89819,229.875,0.0191055
643,849.567,1172.72,3.33495,230.307,0.0140758
644,849.678,760.666,40.5459,215.647,0.0189274
645,850.288,336.634,1.80468,226.326,0.0267644
646,850.537,1181.21,13.5853,231.469,0.0181616
647,850.565,839.194,3.84909,221.999,0.0155485
648,851.224,886.123,4.39363,55.7323,0.0134447
649,851.228,461.928,2.73906,179.945,0.0171373
650,854.677,1166.7,3.17127,229.22,0.0144615
651,854.717,524.118,8.02913,214.998,0.0308361
652,854.784,379.026,7.14866,355.429,0.0144554
653,855.44,1089.42,3.86074,233.537,0.0179171
654,862.124,793.156,4.13443,94.1805,0.0173203
655,862.167,928.19,59.4049,9.73434,0.0162306
656,862.623,1202.99,41.7295,246.761,0.0157964
657,863.772,801.467,15.7794,75.2943,0.0212276
658,864.469,387.741,8.80439,357.254,0.0155222
659,865.119,800.413,14.2615,83.3827,0.0212974
660,865.119,800.413,14.2615,192.484,0.0212974
661,865.787,519.73,8.05586,352.395,0.0321913
662,866.661,1084.72,2.63289,230.09,0.0156852
663,866.972,676.898,6.16595,238.12,0.0206625
664,868.251,962.053,4.13587,231.274,0.015955
665,869.271,968.44,4.94301,232.646,0.0148843
666,870.039,1264.42,99.8795,107.186,0.037061
667,871.358,531.255,7.40025,1.10001,0.0295421
668,872.204,1081.54,3.48752,231.347,0.0145283
669,872.393,1081.85,3.97269,230.167,0.0144948
670,872.94,693.642,19.9496,28.3964,0.0210159
671,872.94,693.642,19.9496,184.89,0.0210159
672,872.94,693.642,19.9496,228.899,0.0210159
673,874.885,472.137,16.7786,173.97,0.0231198
674,874.895,515.928,2.13251,210.334,0.0155398
675,874.969,879.105,8.49131,70.2297,0.0327171
676,874.969,879.105,8.49131,188.018,0.0327171
677,879.176,512.414,2.20537,206.149,0.0138031
678,880.325,131.297,6.5256,180.439,0.0160077
679,880.522,1075.92,5.00813,235.284,0.015833
680,882.146,1332.17,2.3161,105.497,0.0381384
681,882.243,1333.07,3.77587,107.673,0.0358536
682,882.556,548.236,1.96795,106.426,0.0148042
683,882.946,543.466,5.07607,274.31,0.0169883
684,884.5,1067.73,3.69909,239.46,0.0205437
685,885.105,807.141,15.7001,199.394,0.0151983
686,885.105,807.141,15.7001,320.686,0.0151983
687,885.347,887.757,9.03337,67.0015,0.0210066
688,885.347,887.757,9.03337,184.051,0.0210066
689,885.538,532.984,10.5761,255.394,0.0295968
690,886.434,1138.83,4.24535,225.068,0.0136532
691,886.637,56.1839,49.9854,218.122,0.0211724
692,886.637,56.1839,49.9854,260.801,0.0211724
693,887.138,1132.38,2.49724,230.394,0.0149773
694,887.313,550.084,2.27777,116.474,0.0173191
695,888.716,1139.84,7.75851,229.021,0.0134631
696,888.815,24.2731,13.2217,267.131,0.0538525
697,891.03,895.102,3.85216,63.7455,0.0153481
698,891.85,551.834,2.18287,116.245,0.0199024
699,893.857,1107.18,7.07107,60.6223,0.0138975
700,895.264,1064.71,3.04162,240.145,0.0174534
701,896.369,851.085,47.0622,79.7188,0.0201059
702,896.595,892.123,4.13313,61.4207,0.0148851
703,896.696,656.829,4.32376,237.452,0.0139488
704,897.331,555.416,4.34848,118.942,0.0170645
705,899.091,546.447,10.9878,269.163,0.0320965
706,900.735,1007.03,3.04315,69.4437,0.0186112
707,902.439,664.348,10.9607,238.114,0.0174183
708,904.547,1059.17,3.0599,233.527,0.0143509
709,905.508,1053.41,3.927,231.282,0.0211584
710,906.38,433.986,6.75412,358.174,0.0218598
711,907.068,40.9338,15.1437,193.543,0.0326944
712,907.068,40.9338,15.1437,346.124,0.0326944
713,907.83,562.753,6.26456,121.552,0.0148225
714,908.273,563.975,7.40336,119.984,0.0147952
715,908.35,420.398,9.53364,358.867,0.0236748
716,908.414,520.401,23.6745,193.352,0.0366388
717,909.048,1116.83,2.62842,230.624,0.0161732
718,909.852,1344.65,2.74599,111.517,0.0396786
719,910.964,1054.14,3.14837,231.87,0.0142634
720,911.46,1048.85,4.02336,236.311,0.0185901
721,912.732,427.215,2.63152,181.928,0.017493
722,912.732,427.215,2.63152,263.872,0.017493
723,912.932,551.828,16.8364,261.042,0.0315474
724,913.577,813.694,5.82141,306.778,0.0141644
725,913.7,531.846,12.393,195.273,0.0359124
726,913.7,531.846,12.393,268.821,0.0359124
727,914.695,1112.08,4.17161,224.071,0.0160813
728,915.966,432.906,7.62316,22.385,0.0194736
729,916.404,53.3702,5.83074,181.092,0.0150219
730,916.731,1051.38,4.08744,241.292,0.014777
731,916.76,999.898,4.5049,61.0495,0.0164156
732,916.808,105.039,6.47118,180.648,0.015174
733,919.81,1354.79,11.7427,118.37,0.0443271
734,920.408,529.653,2.46899,189.042,0.0172124
735,920.441,244.994,5.93136,179.672,0.015315
736,921.637,311.687,7.02557,178.473,0.0188935
737,921.88,1372.02,6.15083,189.904,0.0142494
738,921.98,484.245,1.85662,179.024,0.0149044
739,922.045,488.992,2.24222,178.822,0.015835
740,922.45,415.973,7.09506,42.0139,0.0155888
741,925.266,640.932,2.99054,249.143,0.0134286
742,925.882,455.617,2.34442,187.144,0.0139641
743,926.541,1203.82,14.2996,281.459,0.0256151
744,926.692,23.0755,12.1683,264.112,0.0498153
745,927.412,1203.36,15.4532,280.125,0.02532
746,927.475,310.31,2.55515,174.104,0.01469
747,928.083,1040.15,3.7568,240.529,0.0205764
748,928.147,1178.41,5.31661,43.9121,0.0170874
749,928.663,484.111,9.34702,181.56,0.0194781
750,929.627,1379.4,9.14638,93.6131,0.0279003
751,929.627,1379.4,9.14638,183.602,0.0279003
752,930.97,448.477,3.41669,201.138,0.0151337
753,932.05,1044.31,5.31832,240.391,0.015614
754,932.416,395.294,13.4226,43.9325,0.0335289
755,932.416,395.294,13.4226,180.149,0.0335289
756,933.136,1348.32,9.12016,118.874,0.0331389
757,933.346,548.05,3.32738,55.7853,0.0153191
758,933.439,587.46,2.14046,136.801,0.0147203
759,933.531,461.392,13.3381,31.0729,0.0221129
760,933.531,461.392,13.3381,189.915,0.0221129
761,933.96,1037.02,3.28538,242.18,0.022435
762,935.508,950.872,3.30239,254.418,0.0136031
763,936.187,1223.63,15.307,274.85,0.0151103
764,936.257,993.369,4.40266,71.3839,0.0214815
765,936.846,590.417,2.56618,126.232,0.019968
766,937.201,437.535,4.89365,209.564,0.022191
767,937.373,1167.15,3.76592,28.0115,0.0142827
768,937.898,138.517,6.75851,359.603,0.0141835
769,937.999,235.78,6.03631,0.0331497,0.0149113
770,939.067,545.134,3.44326,65.187,0.0167163
771,939.943,1357.3,4.78011,107.433,0.027121
772,940.33,386.426,5.75506,357.099,0.016643
773,940.585,585.926,6.87178,260.185,0.0258231
774,941.423,1160.63,6.06532,43.181,0.0176778
775,942.014,830.905,4.47908,290.964,0.0144583
776,943.959,542.978,2.91969,70.1596,0.0150701
777,944.065,486.084,13.4065,203.374,0.0375175
778,944.335,869.672,5.45632,70.1346,0.0171214
779,944.445,518.34,28.1368,83.9958,0.0346875
780,944.445,518.34,28.1368,197.028,0.0346875
781,944.445,518.34,28.1368,226.244,0.0346875
782,944.552,986.233,4.07142,76.2833,0.013361
783,945.328,602.443,9.27102,143.442,0.0143964
784,948.326,587.707,11.4883,234.628,0.0245545
785,949.03,1153.13,4.79057,46.167,0.0174313
786,949.545,1210.81,3.06856,250.061,0.0157258
787,950.113,430.549,11.8251,218.688,0.0351523
788,950.291,1362.01,2.11312,127.327,0.0269719
789,951.838,618.217,10.9105,154.166,0.0151586
790,951.963,866.203,4.43077,74.1979,0.0192315
791,952.437,411.561,2.68945,214.364,0.0159501
792,953.373,1365.52,2.74195,151.891,0.0313531
793,954.59,1208.21,2.2475,246.858,0.0186646
794,955.855,617.488,3.47091,157.406,0.0137653
795,956.569,405.963,2.47369,220.44,0.0142369
796,956.639,410.943,3.13831,214.572,0.018712
797,956.763,623.214,4.30525,164.503,0.0162794
798,956.793,491.077,3.76475,181.716,0.0202508
799,956.793,491.077,3.76475,228.706,0.0202508
800,956.952,905.25,3.03749,244.222,0.0194614
801,958.343,381.912,7.72886,50.2618,0.0226767
802,958.748,864.291,3.33817,78.9252,0.0174169
803,958.767,607.033,7.30183,151.876,0.0134633
804,960.067,464.379,2.17808,206.684,0.0164724
805,960.972,1206.93,3.96927,250.364,0.01515
806,962.27,839.032,4.32156,282.621,0.0163781
807,963.031,119.343,3.43173,180.319,0.0134013
808,963.234,1139.28,5.78795,49.4082,0.0133987
809,963.49,916.057,3.58073,83.1876,0.0213031
810,964.204,943.193,3.93077,253.271,0.0149484
811,964.217,463.12,2.98939,210.009,0.0139877
812,964.524,457.357,3.29874,214.696,0.0175232
813,965.173,862.941,3.80337,71.0345,0.016579
814,965.358,937.845,4.23999,253.384,0.0213005
815,965.84,621.75,8.82193,156.229,0.0171085
816,968.04,478.694,15.5097,204.917,0.0188129
817,968.326,400.649,2.14992,241.768,0.0143967
818,971.049,630.526,4.92038,79.3453,0.0150766
819,971.255,572.118,15.8793,240.396,0.0247795
820,971.825,902.767,2.52916,248.972,0.0149794
821,972.197,1201.16,2.36347,241.261,0.015062
822,972.494,858.977,4.17897,66.0253,0.0151255
823,973.845,101.383,97.982,313.729,0.0199192
824,973.893,1371.69,23.4362,90.0516,0.0554075
825,973.893,1371.69,23.4362,117.196,0.0554075
826,973.952,561.668,1.81618,257.458,0.0156078
827,974.86,842.603,4.77931,287.211,0.0155455
828,975.23,404.063,11.232,43.035,0.0413648
829,975.23,404.063,11.232,234.568,0.0413648
830,975.824,364.191,12.9755,179.159,0.0376557
831,978.187,985.019,3.56634,81.7361,0.0181741
832,978.932,32.9495,3.10425,358.459,0.0138215
833,980.858,535.943,3.8394,70.4588,0.0142655
834,981.074,388.331,2.38839,230.779,0.0163789
835,981.481,1120.64,5.17369,49.9415,0.0146524
836,982.419,32.7277,2.63699,358.635,0.0135314
837,982.952,844.646,3.7808,279.188,0.0175351
838,984.037,1009.85,3.99978,240.269,0.0206402
839,984.073,933.135,4.83042,257.172,0.0190446
840,986.301,388.56,4.08136,231.433,0.0181443
841,987.228,1149.67,3.03917,203.741,0.0142936
842,987.459,1160.17,2.43423,155.123,0.0135554
843,988.161,1194.65,2.42197,245.018,0.0181823
844,988.556,221.452,11.1864,0.430489,0.017157
845,988.727,306.944,9.64244,358.542,0.0168016
846,989.99,351.932,9.25886,356.7,0.0213316
847,991.053,435.445,6.95324,221.494,0.0199674
848,991.113,429.474,2.13948,224.275,0.0134282
849,991.372,1158.02,4.05053,172.504,0.0170747
850,991.803,438.74,10.902,220.919,0.0201168
851,991.852,1373.58,2.62147,34.6033,0.0133508
852,992.408,1149.8,4.17834,218.065,0.015725
853,992.492,423.995,2.50938,211.828,0.016745
854,992.521,898.003,3.29937,259.459,0.0134864
855,993.119,931.557,3.3882,256.039,0.0182818
856,993.149,1376.99,2.57913,35.0829,0.0155575
857,994.163,362.626,6.82272,68.4168,0.0211487
858,994.715,1141.8,3.68282,230.608,0.0176463
859,995.047,1110.04,4.51256,51.7408,0.0162651
860,995.548,1373.82,2.77925,35.4192,0.0167839
861,995.623,627.543,4.01882,90.182,0.0198593
862,995.746,379.814,2.53114,249.572,0.0164596
863,996.849,387.812,11.1795,58.7312,0.0279028
864,996.849,387.812,11.1795,239.388,0.0279028
865,997.61,1400.65,28.0373,88.3897,0.0318313
866,997.727,1383.08,4.89538,89.2687,0.017422
867,998.565,525.928,14.0328,87.6381,0.0207545
868,998.647,53.5227,22.0807,348.587,0.024197
869,998.815,524.813,15.4098,88.0431,0.0205548
870,999.673,1366.88,2.83294,29.9288,0.0163633
871,999.976,1137.96,3.81289,230.476,0.0182666
872,1000.09,19.3355,6.60985,269.359,0.0185217
873,1000.4,1191.01,3.64137,249.764,0.0148998
874,1000.45,381.057,3.2904,243.065,0.0156915
875,1000.67,1000.08,3.99129,231.409,0.0190329
876,1000.69,929.548,2.87238,251.215,0.0150417
877,1000.73,19.8573,7.25618,269.154,0.0183078
878,1001.74,1364.03,3.05346,35.2937,0.0160883
879,1001.74,923.316,9.27973,109.162,0.0354703
880,1001.74,923.316,9.27973,247.65,0.0354703
881,1006.09,988.397,8.36782,95.3245,0.0386425
882,1006.09,988.397,8.36782,217.285,0.0386425
883,1006.36,890.624,4.24666,256.771,0.0184385
884,1007.08,1187.07,2.38121,240.12,0.0143309
885,1007.72,1355.64,2.56437,22.9018,0.0141057
886,1009.59,1349.19,2.96294,23.9542,0.0164079
887,1010.51,419.458,13.618,225.619,0.0243827
888,1010.87,408.103,2.01668,228.062,0.0133858
889,1011.12,1163.03,3.64106,71.7078,0.0158633
890,1011.88,1184.51,2.56203,241.163,0.0152417
891,1012.33,402.923,2.89107,225.705,0.0168423
892,1012.46,893.126,3.27915,256.311,0.0139633
893,1012.76,277.839,12.2858,179.587,0.0166595
894,1013.06,1379,3.33852,215.08,0.023061
895,1013.51,1131.32,3.84314,226.26,0.0153707
896,1013.76,1125.23,3.74801,230.434,0.0192853
897,1013.76,627.004,3.39321,89.7619,0.0189375
898,1013.82,343.246,9.68803,180.84,0.0201044
899,1013.86,182.39,9.85432,180.744,0.0153138
900,1014.03,1384.41,3.58596,92.8735,0.0570945
901,1014.15,307.318,10.4448,180.692,0.0173236
902,1014.67,84.0249,9.86964,179.521,0.0159183
903,1014.69,1384.1,4.12431,92.6433,0.0561688
904,1014.99,1342.43,2.77012,40.892,0.0167747
905,1016.29,551.901,3.50963,266.877,0.0145743
906,1016.29,347.887,3.39402,200.473,0.0170941
907,1016.29,347.887,3.39402,250.407,0.0170941
908,1018.1,1177.18,3.45689,241.881,0.0175741
909,1019.05,1127.25,4.21147,235.004,0.0135869
910,1019.46,1381.62,8.14138,86.6094,0.0528536
911,1019.57,1336.02,3.33022,36.6002,0.0154774
912,1019.91,1121.38,3.45423,238.698,0.0193876
913,1021.08,395.889,2.80855,240.105,0.0182197
914,1022.09,405.734,10.085,232.315,0.0244965
915,1023.36,1175.21,2.72364,245.574,0.0206833
916,1023.49,1330.58,2.71929,36.7231,0.0169797
917,1023.81,1157.7,4.06831,59.649,0.0133682
918,1025.46,389.068,9.65773,231.016,0.0410639
919,1026.02,388.918,9.36189,230.128,0.0412666
920,1026.2,396.675,2.52958,240.335,0.0141598
921,1026.22,1117.2,3.76924,234.376,0.0190636
922,1027.27,1085.2,4.80693,63.1589,0.0161237
923,1027.43,420.694,9.14744,170.733,0.0174221
924,1027.43,420.694,9.14744,230.908,0.0174221
925,1027.61,20.7253,8.08972,267.38,0.0516627
926,1027.65,1323.93,3.03502,33.7184,0.0153192
927,1028.22,1176.51,2.64451,246.954,0.0171127
928,1028.53,1172.96,2.78506,247.314,0.0223724
929,1029.25,592.944,49.5877,350.63,0.0345976
930,1031.13,393.578,2.6249,232.234,0.0144168
931,1031.26,885.647,4.38707,260.011,0.0141825
932,1032.18,1152.57,2.90229,64.1393,0.0159674
933,1033.64,390.812,2.09315,219.862,0.0146754
934,1034.11,1173.94,2.6415,238.983,0.0142001
935,1034.19,1344.87,2.31478,205.524,0.0199573
936,1034.34,77.8886,2.8446,358.667,0.0152529
937,1035.03,101.437,3.3258,1.04492,0.0136372
938,1036.51,1377.05,3.036,50.1394,0.0173423
939,1038.13,1347.28,4.84855,204.988,0.0192815
940,1038.18,544.703,16.0633,98.8453,0.0390163
941,1038.79,626.747,4.60435,94.0158,0.0165428
942,1039.17,221.532,8.5247,358.284,0.0183672
943,1039.46,1323.24,16.6894,210.335,0.025856
944,1039.98,325.118,7.82317,357.932,0.0139198
945,1040.13,880.348,8.68433,194.107,0.0255054
946,1040.13,880.348,8.68433,251.403,0.0255054
947,1041.1,1334.9,2.69974,212.515,0.0222409
948,1041.24,1076.82,3.8814,60.5775,0.0169896
949,1041.6,1020.36,48.3069,335.698,0.0225784
950,1041.74,339.696,8.21885,356.271,0.0208532
951,1041.87,1372.54,3.24607,41.1887,0.0179476
952,1042.53,1339.52,3.33793,214.971,0.015308
953,1043.59,1300.06,2.92022,38.2731,0.0181635
954,1046.57,1296,2.5429,35.6764,0.0158173
955,1047.14,1333.11,4.40365,211.39,0.0173835
956,1047.24,1074.48,4.59545,66.0352,0.0173002
957,1047.36,20.5887,7.55491,280.644,0.015467
958,1047.58,1107.48,3.56505,230.955,0.0150007
959,1047.93,1300.22,1.97821,214.029,0.0141879
960,1048.53,627.743,3.77606,98.788,0.0134768
961,1048.93,349.765,7.8508,81.3668,0.0310071
962,1049.93,1320.87,3.20341,217.009,0.0238326
963,1050.37,1164.36,2.43809,242.623,0.0148193
964,1051.91,872.298,8.38739,193.283,0.0187984
965,1051.91,872.298,8.38739,280.979,0.0187984
966,1052.53,1322.96,2.47593,218.496,0.0170936
967,1053.16,619.965,8.57119,1.48643,0.0144691
968,1055.95,1070.12,4.06333,61.0174,0.0159069
969,1056.13,1354.57,3.66309,42.1413,0.0171802
970,1057.48,1100.56,2.66237,243.553,0.0144792
971,1057.96,1308.99,3.7655,217.804,0.0228302
972,1058.07,1160.99,3.65652,239.259,0.0145911
973,1058.97,1315.1,4.07854,215.547,0.0161831
974,1059.74,1294.14,17.5951,219.816,0.0225893
975,1061.01,1349.99,4.81656,50.7875,0.0186453
976,1061.42,1272.63,3.14631,28.749,0.013891
977,1061.9,1099.35,3.81357,248.781,0.0154048
978,1062.29,519.404,26.5752,30.8812,0.0390583
979,1063,1153.3,3.49713,236.273,0.0163687
980,1063.05,561.709,8.44915,19.7406,0.0456385
981,1063.54,591.894,12.0509,342.897,0.0353401
982,1063.84,1307.72,3.38379,219.716,0.0188122
983,1063.93,1066.19,4.03671,67.0287,0.0178602
984,1064,1307.85,3.60811,218.297,0.018652
985,1064.78,1301.03,3.1804,213.767,0.024118
986,1066.13,615.801,8.81,7.38091,0.023795
987,1068.24,1292.33,4.12422,209.511,0.0185052
988,1068.41,1109.82,20.6603,50.9593,0.0192573
989,1068.41,1109.82,20.6603,236.348,0.0192573
990,1069.51,574.857,9.94977,8.83091,0.0428895
991,1069.51,574.857,9.94977,342.254,0.0428895
992,1071.69,1338.82,2.90969,33.6103,0.018645
993,1071.9,234.535,2.21094,130.717,0.0166783
994,1073.63,351.709,6.53022,272.974,0.0233563
995,1073.83,541.212,2.46872,26.8433,0.0303996
996,1073.98,1025.44,8.71083,323.734,0.0213986
997,1076.67,1092.75,4.11153,272.58,0.0181649
998,1076.7,376.466,1.96635,272.18,0.0220488
999,1077.92,381.433,5.57167,282.88,0.0199186
1000,1078.38,195.024,13.9364,183.261,0.0439934
1001,1078.38,195.024,13.9364,285.641,0.0439934
1002,1078.57,612.372,5.20288,350.396,0.0494179
1003,1078.85,994.207,20.577,340.043,0.0381249
1004,1078.95,523.062,2.7433,20.3154,0.0206481
1005,1079.7,1326.82,3.13789,37.7034,0.0193673
1006,1079.79,197.017,16.0173,283.296,0.0435643
1007,1080.29,1141.29,2.95597,233.757,0.0195361
1008,1080.68,159.652,43.0565,279.732,0.0205622
1009,1081.95,1060.44,4.87621,84.6529,0.0184612
1010,1082.97,598.07,14.0088,342.984,0.0265334
1011,1083.17,378.181,2.39199,287.568,0.0240279
1012,1083.28,1278.15,4.45342,222.451,0.0157887
1013,1083.3,1271.21,3.72948,221.903,0.0204986
1014,1084.7,1232.65,3.40875,31.609,0.0138206
1015,1084.73,1093.87,3.95921,288.459,0.0177897
1016,1085.16,1295.94,19.4432,222.844,0.0219189
1017,1086.55,1034.11,9.84871,345.302,0.023358
1018,1086.6,617.975,6.58054,269.838,0.0331087
1019,1086.6,617.975,6.58054,349.98,0.0331087
1020,1087,353.355,6.90431,284.816,0.0245858
1021,1087.28,1104.06,8.75829,46.9315,0.0155761
1022,1087.83,1050.21,11.3775,9.1423,0.0230759
1023,1087.83,1050.21,11.3775,293.598,0.0230759
1024,1089.64,1103.8,7.02847,46.7508,0.0156297
1025,1089.64,1103.8,7.02847,299.683,0.0156297
1026,1090.81,628.079,6.62499,272.237,0.0262899
1027,1090.81,628.079,6.62499,312.719,0.0262899
1028,1091.33,1096.32,3.57075,295.935,0.0162743
1029,1092.36,520.136,17.9708,29.7255,0.0354894
1030,1093.17,1111.24,3.70578,49.9504,0.0137841
1031,1094.43,1066.61,2.40139,128.163,0.0137137
1032,1094.43,1066.61,2.40139,158.007,0.0137137
1033,1094.43,1066.61,2.40139,327.768,0.0137137
1034,1096.05,1042.76,7.02689,19.2361,0.0175858
1035,1096.23,1258.12,3.83216,209.723,0.0161517
1036,1097.44,1071.99,2.46439,150.98,0.0207106
1037,1098.1,1247.56,4.30912,212.488,0.0205475
1038,1098.23,1308.42,3.49205,40.5955,0.0207032
1039,1099.16,598.72,4.31794,23.0011,0.0194405
1040,1099.16,598.72,4.31794,204.711,0.0194405
1041,1099.95,488.655,4.2462,38.717,0.0231109
1042,1100.11,242.081,1.97952,109.147,0.0134446
1043,1101.04,870.981,5.38289,275.552,0.0195487
1044,1101.53,1239.9,2.79481,212.489,0.0180454
1045,1101.53,385.115,3.8382,278.632,0.0147446
1046,1103.36,967.222,63.0637,92.4369,0.059081
1047,1103.36,967.222,63.0637,137.683,0.059081
1048,1103.36,967.222,63.0637,343.55,0.059081
1049,1103.42,623.081,9.43484,289.845,0.0355382
1050,1103.5,1242.66,2.30435,209.501,0.015503
1051,1103.68,588.444,4.40059,24.8994,0.0166277
1052,1103.68,588.444,4.40059,212.318,0.0166277
1053,1103.89,633.033,4.0318,262.517,0.0142315
1054,1104.25,479.781,7.99739,35.6104,0.018887
1055,1104.43,1054.69,11.6916,230.825,0.0289525
1056,1105.35,443.368,21.0296,48.91,0.0193846
1057,1105.84,219.275,40.1872,109.994,0.061171
1058,1105.84,219.275,40.1872,279.043,0.061171
1059,1105.93,1070.95,8.5815,249.806,0.023195
1060,1106.06,358.693,8.76072,270.672,0.0196055
1061,1107.18,1083.22,3.53231,130.244,0.0179516
1062,1109.28,1228.35,3.45965,210.484,0.0201788
1063,1110.09,1292.25,4.46067,37.3964,0.0195187
1064,1110.12,1234.04,3.38409,213.48,0.0152464
1065,1110.26,1209.98,18.3481,29.3111,0.0238164
1066,1110.26,1209.98,18.3481,209.863,0.0238164
1067,1110.39,1088.33,7.22906,135.245,0.0186475
1068,1110.75,1088.14,6.46437,136.353,0.0187749
1069,1112.22,375.08,12.8763,246.541,0.0300897
1070,1113.04,630.383,5.77722,244.364,0.0303314
1071,1113.47,1362.05,3.37885,224.3,0.0204008
1072,1113.83,309.272,76.205,249.651,0.0689514
1073,1114.05,1123.64,3.06302,229.718,0.0142494
1074,1114.1,1227.29,3.32553,207.746,0.013621
1075,1115.16,1287.15,3.4877,40.2185,0.0185854
1076,1116.66,615.548,4.32746,12.196,0.0314142
1077,1116.66,615.548,4.32746,203.297,0.0314142
1078,1117.19,1375.13,15.6841,90.2021,0.0254838
1079,1117.82,1366.22,5.92415,52.3062,0.0305491
1080,1117.82,1366.22,5.92415,220.623,0.0305491
1081,1118.21,643.358,21.8328,286.766,0.0231618
1082,1119.01,1089.65,4.3207,139.806,0.0142467
