Number, x, y, size, angle, response
1593,1401.77,1260.11,2.31779,76.8768,0.0156238
1594,1402.16,418.306,5.68752,208.632,0.0175068
1595,1402.39,276.769,2.33415,90.7644,0.0166017
1596,1402.99,564.471,32.2112,96.719,0.0493095
1597,1404.18,290.418,8.52612,0.862694,0.0791176
1598,1404.18,290.418,8.52612,159.006,0.0791176
1599,1404.82,386.477,2.05758,54.5901,0.0163722
1600,1405.48,999.65,33.7238,20.1667,0.0336861
1601,1405.54,605.06,4.1315,86.2594,0.0258217
1602,1405.54,605.06,4.1315,274.794,0.0258217
1603,1405.83,1216.4,19.3365,269.924,0.0256617
1604,1405.86,674.346,10.4225,259.96,0.0226729
1605,1406.17,1300.16,1.96235,249.742,0.0168596
1606,1406.35,440.761,5.57316,207.548,0.0201848
1607,1406.73,1371.71,3.14735,51.9627,0.0167424
1608,1410.53,1298.69,2.55401,241.403,0.015524
1609,1410.57,384.582,4.94358,48.3933,0.0252896
1610,1410.66,1368.66,2.70662,54.6947,0.0178485
1611,1411.37,224.961,14.2648,322.147,0.0183344
1612,1412.1,394.427,4.85727,210.051,0.021373
1613,1412.37,851.733,14.1122,271.543,0.0181231
1614,1412.93,1256.57,2.90096,73.9319,0.0135329
1615,1414.21,361.025,5.82882,187.408,0.0445232
1616,1414.53,413.304,6.4139,217.016,0.0152877
1617,1416.43,848.562,20.3394,33.6898,0.0177802
1618,1416.43,848.562,20.3394,266.523,0.0177802
1619,1417.22,188.316,5.3201,308.838,0.0147925
1620,1417.98,1259.09,4.05901,75.1947,0.0221054
1621,1419.59,382.198,4.74682,26.2122,0.0274503
1622,1420.17,428.088,21.5654,210.616,0.0195509
1623,1420.23,1254.65,3.07159,75.9482,0.0151442
1624,1421.25,364.36,4.96551,152.932,0.0266063
1625,1421.38,303.862,12.7317,155.249,0.048555
1626,1422.35,924.843,66.854,33.0987,0.0220653
1627,1424.96,346.876,6.43504,190.364,0.0421092
1628,1424.96,346.876,6.43504,206.795,0.0421092
1629,1426.02,385.718,6.43872,197.945,0.0299528
1630,1426.29,1256.81,3.77908,81.1568,0.0258259
1631,1430,357.283,8.50863,156.748,0.0238245
1632,1430,357.283,8.50863,218.079,0.0238245
1633,1431.58,1284.91,3.70753,240.509,0.0216803
1634,1432.37,662.176,7.62801,279.181,0.0426164
1635,1432.66,341.691,5.04258,180.444,0.0297634
1636,1435.03,396.057,11.7576,200.541,0.0239017
1637,1438.84,337.404,5.16841,189.014,0.0344891
1638,1439.18,1350.3,3.20402,58.617,0.0191544
1639,1440.88,1275.91,2.36229,63.3575,0.0134607
1640,1441.58,441.137,7.5904,203.479,0.0358326
1641,1441.66,413.016,4.87076,14.1013,0.01393
1642,1441.76,853.808,5.59224,253.58,0.0160451
1643,1442.4,1283.01,2.41739,247.145,0.0169135
1644,1442.91,741.686,4.9843,254.764,0.0163743
1645,1443.64,759.943,24.6287,48.0676,0.0159789
1646,1443.64,759.943,24.6287,260.362,0.0159789
1647,1444.92,1277.74,3.5434,237.662,0.0235235
1648,1445.1,1346.48,3.54605,60.9856,0.0190656
1649,1446.06,243.722,7.5753,344.514,0.0311389
1650,1446.77,422.672,7.54504,13.2899,0.040668
1651,1447.3,636.649,4.08871,98.5455,0.0302911
1652,1447.3,636.649,4.08871,280.159,0.0302911
1653,1447.95,444.72,4.9818,200.56,0.016465
1654,1448.75,1279.52,2.84904,237.618,0.0146676
1655,1452.06,435.528,6.3628,199.101,0.0170139
1656,1452.14,314.599,10.6665,294.034,0.0366097
1657,1453.22,324.765,4.8048,4.77081,0.0205522
1658,1453.22,324.765,4.8048,67.3983,0.0205522
1659,1455.63,268.059,3.30773,354.224,0.0154171
1660,1455.76,1271.83,4.16929,241.445,0.0219354
1661,1455.78,403.804,5.264,187.4,0.0146952
1662,1455.92,621.305,58.4449,256.334,0.0469224
1663,1456.07,268.19,3.86892,353.839,0.01523
1664,1456.26,336.401,6.13098,171.972,0.0369726
1665,1456.26,336.401,6.13098,328.342,0.0369726
1666,1457.95,303.027,8.21858,290.699,0.0273613
1667,1463.71,332.997,6.28707,295.21,0.0237283
1668,1464.44,351.549,6.01361,165.249,0.0159567
1669,1464.44,351.549,6.01361,316.85,0.0159567
1670,1465.41,1333.35,2.95533,52.6688,0.0158173
1671,1465.69,1267.35,2.96733,249.267,0.0203725
1672,1468.47,747.279,14.891,50.3571,0.0171635
1673,1468.47,747.279,14.891,257.165,0.0171635
1674,1469.14,1269.68,2.50872,250.104,0.0138009
1675,1470.49,734.599,5.00431,255.832,0.0160243
1676,1470.75,1264.84,4.03093,240.714,0.0161495
1677,1474.25,1258.22,8.63294,94.258,0.0336553
1678,1474.25,1258.22,8.63294,238.064,0.0336553
1679,1477.05,601.279,4.51448,247.739,0.0253269
1680,1478.03,1265.28,4.90558,237.417,0.0149488
1681,1479.52,731.809,2.69829,248.703,0.0152766
1682,1480.97,1321.39,3.31432,53.5685,0.0164076
1683,1484.72,626.811,4.84496,44.7581,0.0349257
1684,1484.72,626.811,4.84496,224.001,0.0349257
1685,1485.1,597.547,3.56712,56.815,0.018419
1686,1485.28,1317.75,2.32945,44.7483,0.0148668
1687,1488.21,660.794,12.8537,253.449,0.0281476
1688,1490.61,314.45,4.8949,289.188,0.0151452
1689,1491.64,1384,8.22526,90.8709,0.0244354
1690,1492.31,886.66,5.3902,47.3556,0.0151877
1691,1493.28,1315.88,8.39487,60.8481,0.0154333
1692,1493.71,589.474,4.77716,42.0073,0.0411919
1693,1493.71,589.474,4.77716,231.415,0.0411919
1694,1496.17,1320.2,17.9211,56.0101,0.0144804
1695,1497.13,592.811,3.15733,43.8155,0.0134872
1696,1497.96,833.33,4.48185,249.007,0.0151542
1697,1498.98,273.932,76.7454,301.046,0.02117
1698,1500.51,1233.73,34.8059,260.833,0.0242556
1699,1502.55,732.009,6.43562,53.5315,0.015234
1700,1502.55,732.009,6.43562,260.575,0.015234
1701,1503.13,607.988,5.27306,49.651,0.0422095
1702,1503.13,607.988,5.27306,220.071,0.0422095
1703,1503.79,508.604,11.7614,82.2144,0.0396706
1704,1507.27,632.132,5.37652,48.7455,0.0438125
1705,1507.27,632.132,5.37652,223.959,0.0438125
1706,1508.18,568.923,4.11857,220.851,0.0178685
1707,1510.07,851.495,32.3316,50.1651,0.0219828
1708,1511.64,641.845,8.86284,239.115,0.0378977
1709,1513.31,571.948,5.57861,43.9336,0.0497456
1710,1513.31,571.948,5.57861,223.703,0.0497456
1711,1514.78,564.287,3.14835,236.424,0.0182896
1712,1514.79,544.973,2.75602,49.2935,0.018943
1713,1514.96,1287.35,4.13698,21.5052,0.0144621
1714,1515.81,508.795,2.41193,247.093,0.0140355
1715,1516.44,527.472,16.9891,43.0318,0.0513687
1716,1517.13,1282.25,4.13363,21.2865,0.0133457
1717,1517.98,1086.89,158.437,36.9799,0.0296269
1718,1517.98,1086.89,158.437,187.522,0.0296269
1719,1517.98,1086.89,158.437,357.248,0.0296269
1720,1519.34,619.908,5.04586,46.8172,0.0413199
1721,1519.34,619.908,5.04586,223.149,0.0413199
1722,1519.37,598.731,3.90706,41.5867,0.0172801
1723,1519.73,573.313,4.18191,39.2955,0.01775
1724,1521.43,332.051,6.4095,290.988,0.029076
1725,1525.33,1379.81,3.35406,202.48,0.0143322
1726,1525.71,644.604,7.92246,266.779,0.0430452
1727,1526.06,585.154,4.58738,38.4016,0.0265662
1728,1526.06,585.154,4.58738,233.282,0.0265662
1729,1526.25,561.13,4.42644,235.635,0.0287861
1730,1527.2,1233.26,4.34434,7.77039,0.0139095
1731,1528.24,1219.83,3.44918,12.8,0.0139676
1732,1529.77,484.3,25.9808,75.1647,0.0197855
1733,1529.96,1203.75,3.96675,248.352,0.0142099
1734,1530.55,532.22,2.16792,24.1843,0.0201923
1735,1530.67,481.146,29.453,76.1508,0.0192536
1736,1531.05,1385.54,6.88017,90.4469,0.0369205
1737,1531.31,1367.52,3.48843,192.387,0.0143266
1738,1532.53,513.746,10.7763,82.5854,0.0493116
1739,1532.53,513.746,10.7763,343.731,0.0493116
1740,1533.19,1360.03,4.08081,190.498,0.0140457
1741,1533.44,503.464,5.27574,86.5191,0.0282126
1742,1534.38,614.858,5.07459,47.2726,0.0159542
1743,1534.63,1351.73,4.0709,190.238,0.0162291
1744,1536.16,1204.15,2.16759,72.2421,0.0182868
1745,1537.94,1199.17,4.73211,246.266,0.0174386
1746,1538.81,815.675,3.99586,245.374,0.0143764
1747,1539.16,582.21,4.6399,99.9151,0.0145847
1748,1540.24,576.136,5.52413,100.966,0.0299516
1749,1540.24,576.136,5.52413,282.123,0.0299516
1750,1540.73,1329.24,3.94728,194.09,0.0173607
1751,1544.05,342.413,7.71105,296.858,0.0268418
1752,1544.92,1310.98,3.53476,197.851,0.0194777
1753,1545.52,855.823,2.99186,56.9627,0.0166324
1754,1546.04,644.65,8.54014,253.738,0.0214656
1755,1546.12,537.331,3.18905,269.269,0.0156281
1756,1546.7,520.875,25.078,26.0742,0.0513116
1757,1546.7,520.875,25.078,79.5257,0.0513116
1758,1546.7,520.875,25.078,121.749,0.0513116
1759,1547.06,1303.62,3.95401,193.24,0.0210627
1760,1547.63,550.234,4.81365,72.9444,0.0228732
1761,1547.87,641.082,4.21308,250.084,0.0213206
1762,1548.06,494.637,6.20468,77.065,0.0302752
1763,1549.71,572.155,74.564,66.1178,0.0655764
1764,1551.31,539.035,3.2863,310.279,0.014538
1765,1553.32,338.846,6.15424,299.29,0.0163988
1766,1554.54,1252.97,3.13915,192.725,0.0193864
1767,1555.18,856.339,7.74649,68.0175,0.0137813
1768,1555.88,483.755,8.75925,73.1499,0.0168611
1769,1557.95,1319.24,16.6571,191.906,0.0169459
1770,1557.96,349.994,5.57997,300.008,0.0261413
1771,1558.96,1270.56,6.5233,187.289,0.0140164
1772,1559.83,393.314,14.2542,309.819,0.01508
1773,1561.03,822.974,26.8076,55.8258,0.0204682
1774,1564.29,347.451,4.03784,300.714,0.0166013
1775,1565.18,842.89,10.2392,40.0283,0.0150281
1776,1567.1,1218.08,6.72179,199.855,0.0147218
1777,1569.86,620.596,12.1048,253.682,0.0361368
1778,1571.99,1044.39,7.0867,331.157,0.0165303
1779,1572.4,604.797,2.29404,142.799,0.018129
1780,1573.77,603.738,5.7217,141.703,0.033194
1781,1573.77,603.738,5.7217,322.044,0.033194
1782,1574.2,565.072,5.21181,138.845,0.0200172
1783,1574.2,565.072,5.21181,314.671,0.0200172
1784,1574.36,796.908,5.41506,239.269,0.014715
1785,1575.52,1314.32,8.0443,283.027,0.0153642
1786,1575.58,836.763,2.4394,36.5612,0.0133765
1787,1577.56,508.785,15.607,127.146,0.0506191
1788,1579.86,405.527,10.9432,310.21,0.0140838
1789,1581.14,1326.38,9.46646,109.723,0.0168946
1790,1581.14,1326.38,9.46646,280.608,0.0168946
1791,1583.45,574.521,4.70724,143.038,0.0195645
1792,1584.29,366.934,6.77829,299.936,0.0293683
1793,1585.71,623.679,6.47199,228.34,0.0311024
1794,1585.71,623.679,6.47199,266.389,0.0311024
1795,1586.53,1249.02,32.5719,307.229,0.015293
1796,1591.97,571.76,7.48368,184.883,0.0432177
1797,1592.3,572.612,6.91931,184.756,0.0435523
1798,1594.17,835.79,21.6001,59.0225,0.0252099
1799,1594.28,608.039,13.374,155.289,0.0529026
1800,1594.45,1303.09,23.9257,220.621,0.0153626
1801,1594.47,523.814,6.02289,197.073,0.0354453
1802,1595.94,374.183,7.46781,302.307,0.0291362
1803,1596.15,515.595,8.07094,189.647,0.0374651
1804,1597.88,538.353,10.5558,162.984,0.0355179
1805,1600.8,1243.99,12.4461,317.048,0.0181557
1806,1602.84,617.863,3.9207,226.954,0.019206
1807,1603.06,1320.04,8.66663,199.162,0.0139933
1808,1603.37,500.831,4.24695,49.7265,0.0142664
1809,1603.37,500.831,4.24695,192.635,0.0142664
1810,1603.71,520.248,6.3287,190.47,0.0168649
1811,1603.91,1085.25,4.81272,188.007,0.0166628
1812,1603.95,586.904,16.7449,169.903,0.0389883
1813,1606.87,988.008,3.25284,186.345,0.0149053
1814,1606.95,981.925,3.37012,179.548,0.0146561
1815,1607.47,493.131,6.80035,255.061,0.0192557
1816,1607.66,849.39,4.60431,170.183,0.0150751
1817,1608.1,1107.98,2.52597,148.626,0.0140681
1818,1608.12,1114.79,7.5072,162.099,0.0163987
1819,1608.21,1249.28,7.88151,320.351,0.0183334
1820,1608.75,1096.23,9.7523,148.405,0.0230596
1821,1608.92,1114.83,6.56081,164.372,0.0165478
1822,1609.1,1047.05,4.47118,178.49,0.0195821
1823,1611.9,1119.2,2.63273,169.57,0.0157045
1824,1613.46,989.342,8.52873,189.335,0.0243375
1825,1614.33,855.101,5.40893,168.482,0.0193367
1826,1614.89,860.528,4.28494,165.818,0.0176175
1827,1615.09,1119.96,2.45391,166.953,0.0161036
1828,1615.09,1131.5,2.43135,170.066,0.0140276
1829,1615.41,840.637,9.60373,178.513,0.0271546
1830,1615.43,396.906,4.20234,126.21,0.0144219
1831,1616.18,421.896,10.8305,252.28,0.0257858
1832,1616.4,879.253,4.50297,181.315,0.0170712
1833,1616.45,890.634,6.2064,187.519,0.0201605
1834,1618.62,828.226,6.32353,267.159,0.0161174
1835,1619.17,973.878,6.08513,194.762,0.0284987
1836,1619.17,973.878,6.08513,350.022,0.0284987
1837,1619.49,1118.88,8.92294,166.513,0.0272883
1838,1620.16,1367.69,35.3694,89.4972,0.051674
1839,1620.25,1262.48,7.89375,312.783,0.020537
1840,1620.44,925.113,4.45143,9.11613,0.0179932
1841,1620.54,932.972,4.73428,6.67454,0.0206072
1842,1620.54,932.972,4.73428,165.572,0.0206072
1843,1621.55,1169.45,2.58746,165.126,0.0144765
1844,1622.04,1102.52,7.42651,163.997,0.0194604
1845,1622.22,393.422,7.33464,304.512,0.0294783
1846,1627.16,1177.43,3.13753,161.466,0.0176734
1847,1627.53,1134.43,5.87182,359.413,0.0204006
1848,1628.11,973.258,6.92302,195.551,0.0158636
1849,1630.55,1186.27,3.82171,160.362,0.0146924
1850,1630.97,1289.81,17.0154,0.633049,0.0209241
1851,1630.97,1289.81,17.0154,310.384,0.0209241
1852,1631.19,1167.21,2.23093,353.045,0.0140834
1853,1637.11,401.731,7.57152,279.025,0.0294457
1854,1637.98,389.781,10.3124,285.488,0.0207094
1855,1638.52,1211.1,5.78915,169.012,0.0204113
1856,1639.66,1171.74,25.725,167.306,0.0134089
1857,1639.98,1222.55,5.42779,163.052,0.0163554
1858,1641.26,1263.24,15.6719,309.568,0.0247355
1859,1643.47,1244.66,2.53148,158.265,0.0140075
1860,1643.57,1234.06,4.9032,159.887,0.0146549
1861,1645.5,669.674,7.13724,235.898,0.0147315
1862,1645.66,1242.43,1.92898,153.915,0.0142051
1863,1646.73,413.16,10.1458,263.499,0.026921
1864,1648.5,322.543,117.852,288.59,0.0284831
1865,1649.63,1264.42,3.43811,170.357,0.0137714
1866,1650.01,1277.79,6.34751,182.135,0.0201426
1867,1656.68,1323.81,25.9121,357.931,0.029686
1868,1658.56,687.858,4.84211,95.2221,0.0170034
1869,1661.82,731.246,3.17947,208.748,0.0137689
1870,1664.86,812.219,8.77822,221.263,0.0143789
1871,1665.48,715.54,9.85015,201.327,0.0145861
1872,1666.61,502.744,110.025,148.882,0.0313151
1873,1666.61,502.744,110.025,278.41,0.0313151
1874,1666.82,721.352,2.71221,206.502,0.0139001
1875,1670.52,460.731,10.4698,92.0054,0.0354416
1876,1671.43,1106.8,6.06166,176.662,0.0152996
1877,1671.88,694.127,8.25019,110.49,0.022077
1878,1671.88,694.127,8.25019,187.378,0.022077
1879,1672.54,476.016,11.149,290.44,0.0148378
1880,1675.42,914.776,8.56921,194.125,0.0213176
1881,1675.42,1163.77,7.00226,159.883,0.018277
1882,1675.66,1329.16,2.07992,159.541,0.0179619
1883,1678.03,1334.91,2.16367,150.345,0.0175358
1884,1678.15,1301.67,6.14242,320.668,0.024217
1885,1678.59,794.629,5.02936,248.962,0.013439
1886,1681.02,1334.52,2.64452,150.466,0.0177433
1887,1681.59,903.747,4.91853,308.085,0.0167301
1888,1691.37,1281.99,8.3202,291.978,0.0209893
1889,1692.95,1359.74,7.079,163.435,0.0310287
1890,1694.14,1344.56,5.2889,331.398,0.0196388
1891,1694.86,1386.62,4.25358,89.7835,0.0451746
1892,1695.76,17.4148,2.94911,266.681,0.0145226
1893,1696.32,1354.06,3.0379,323.899,0.0150383
1894,1696.94,1291.71,6.55356,92.9137,0.0187845
1895,1699.54,1271.37,9.83766,291.89,0.013506
1896,1699.87,1369.85,6.0852,165.007,0.0243837
1897,1699.87,1369.85,6.0852,352.152,0.0243837
1898,1701.49,712.035,40.7116,55.0558,0.021034
1899,1703.26,26.443,16.9964,263.402,0.013852
1900,1704.27,638.836,10.069,6.75453,0.0147856
1901,1704.27,638.836,10.069,229.178,0.0147856
1902,1709.44,573.928,7.99612,70.6269,0.0282458
1903,1709.44,573.928,7.99612,180.69,0.0282458
1904,1712.44,583.684,3.28492,182.044,0.0137948
1905,1714.06,1299.44,2.72335,139.624,0.0148995
1906,1715.95,1282.78,6.01333,298.471,0.0171354
1907,1716.79,366.841,54.5726,267.058,0.0245353
1908,1717.5,475.401,10.9131,120.458,0.0461973
1909,1717.5,475.401,10.9131,285.717,0.0461973
1910,1720.11,1305.15,3.28804,122.476,0.0135819
1911,1721.61,1111.6,6.4345,22.7524,0.0142348
1912,1723.01,744.937,19.7484,58.3198,0.0160117
1913,1723.71,584.274,12.7174,339.16,0.0348688
1914,1727.41,684.878,11.4982,328.859,0.0178321
1915,1727.92,520.479,40.2603,53.8449,0.018526
1916,1728.58,493.017,17.0959,266.718,0.0143535
1917,1728.58,493.017,17.0959,337.596,0.0143535
1918,1728.73,780.344,7.91167,61.1205,0.0192858
1919,1729.18,1158.93,5.05624,183.637,0.0194545
1920,1729.81,1145.62,5.41962,188.78,0.019836
1921,1729.93,1113.85,5.44828,19.3229,0.0145829
1922,1730.06,576.63,2.61253,341.402,0.0175546
1923,1730.18,1081.19,4.26793,102.085,0.0135103
1924,1730.18,1081.19,4.26793,227.039,0.0135103
1925,1731.67,798.06,4.83968,314.894,0.0138784
1926,1731.67,798.06,4.83968,357.026,0.0138784
1927,1733.23,1088.56,5.98161,201.689,0.0146419
1928,1733.79,400.097,8.03213,214.195,0.0251777
1929,1733.9,1383.45,8.05929,88.6398,0.0266018
1930,1735.51,1057.69,6.99869,185.245,0.0236805
1931,1735.51,1057.69,6.99869,238.876,0.0236805
1932,1737.04,555.206,7.87025,158.93,0.066407
1933,1737.16,1096.23,5.43448,79.5921,0.0153042
1934,1737.16,1096.23,5.43448,208.961,0.0153042
1935,1737.76,787.99,7.75844,60.3899,0.0291547
1936,1737.76,787.99,7.75844,188.1,0.0291547
1937,1738.84,956.955,7.69365,184.264,0.018448
1938,1738.99,1162.71,10.727,21.2032,0.0257282
1939,1738.99,1162.71,10.727,179.756,0.0257282
1940,1739.36,765.818,8.51882,244.462,0.0133399
1941,1739.89,597.109,2.07756,321.468,0.0160261
1942,1741.35,424.383,10.9968,121.573,0.0329936
1943,1741.35,424.383,10.9968,286.508,0.0329936
1944,1741.64,588.069,11.8952,177.481,0.0692597
1945,1741.64,588.069,11.8952,332.018,0.0692597
1946,1741.84,1103.26,6.60601,200.204,0.0397351
1947,1742.03,1070.1,9.41826,238.51,0.018746
1948,1742.03,1070.1,9.41826,306.294,0.018746
1949,1742.03,1342.97,63.5082,93.4703,0.0324558
1950,1742.29,942.285,8.56006,28.895,0.0233804
1951,1742.29,942.285,8.56006,190.748,0.0233804
1952,1742.35,1219.83,7.58206,175.295,0.0189781
1953,1742.79,1028.42,6.02196,37.7814,0.0167437
1954,1742.79,1028.42,6.02196,199.021,0.0167437
1955,1743.03,1296.73,7.42572,304.434,0.0269066
1956,1745.54,776.887,9.84259,244.408,0.0156681
1957,1745.54,776.887,9.84259,349.048,0.0156681
1958,1746.29,644.176,6.91229,124.73,0.0202108
1959,1746.93,1243.8,5.47591,157.14,0.0151609
1960,1747.05,438.31,8.0414,19.6853,0.0202281
1961,1747.11,793.809,6.98622,186.244,0.0182318
1962,1747.4,793.619,7.2632,186.586,0.018073
1963,1749.44,752.034,8.49603,159.707,0.0168013
1964,1749.44,1029.21,4.48719,200.65,0.0133731
1965,1749.86,1169.99,7.74987,21.1368,0.0216753
1966,1752.24,1259.43,6.15785,162.141,0.0146346
1967,1752.24,1259.43,6.15785,343.581,0.0146346
1968,1752.35,404.528,18.6616,222.595,0.031782
1969,1752.41,496.101,8.04921,342.716,0.0229113
1970,1752.54,448.412,6.3435,24.3798,0.0234136
1971,1752.54,448.412,6.3435,233.997,0.0234136
1972,1753.6,1068.8,7.05492,192.848,0.0355166
1973,1753.91,1382.13,8.41253,88.2914,0.0274463
1974,1754.59,380.963,10.0624,188.169,0.0267776
1975,1754.59,380.963,10.0624,234.305,0.0267776
1976,1756.1,1354.39,8.25388,162.821,0.01766
1977,1757.37,469.226,7.62882,44.2529,0.0161274
1978,1757.8,1138.65,7.888,22.4705,0.0273205
1979,1758.57,645.509,11.0693,3.40939,0.0158704
1980,1759.19,1113.35,21.8247,180.612,0.0230074
1981,1759.74,1339.11,17.2377,157.85,0.0189068
1982,1759.81,845.161,2.79122,177.361,0.0178763
1983,1760.02,439.783,9.67705,12.3321,0.0219528
1984,1760.02,439.783,9.67705,234.18,0.0219528
1985,1760.15,1320.2,3.80216,330.372,0.0137254
1986,1760.9,462.453,4.17379,50.108,0.0147965
1987,1762.2,494.251,6.43108,188.358,0.0163832
1988,1762.65,38.944,11.8688,189.616,0.017402
1989,1763.5,16.0215,2.40445,269.554,0.0151887
1990,1766,472.682,6.00419,190.286,0.013744
1991,1766.43,549.546,7.65031,351.674,0.0164508
1992,1766.61,1065.11,10.0969,201.743,0.0280756
1993,1767.25,845.623,7.9729,177.924,0.0143972
1994,1767.25,845.623,7.9729,316.51,0.0143972
1995,1767.39,1178.67,7.18886,22.9535,0.0195035
1996,1767.39,1178.67,7.18886,197.797,0.0195035
1997,1767.77,370.769,11.4405,182.806,0.0209736
1998,1767.88,1150.35,8.05037,180.826,0.0199478
1999,1768.75,1384.08,6.00821,90.8529,0.0206442
2000,1770.34,418.127,9.09568,32.1009,0.0237515
2001,1771.67,580.543,8.43163,354.677,0.0242151
2002,1772.01,538.361,6.24647,259.216,0.0134824
2003,1773.35,604.479,4.91376,23.5312,0.0213542
2004,1773.55,1080.86,8.94296,44.8163,0.0231914
2005,1773.59,1161.28,5.28522,195.083,0.0231253
2006,1776.63,644.966,15.2012,200.62,0.0165048
2007,1777.62,1163.31,1.97412,197.242,0.0136334
2008,1778.31,430.78,9.85598,201.359,0.0202347
2009,1779.09,653.258,9.78835,198.639,0.0156918
2010,1779.2,419.107,5.19215,198.699,0.0139077
2011,1779.34,1165.85,5.47312,194.711,0.0162572
2012,1779.84,1122.12,6.17201,355.798,0.0149345
2013,1780.41,710.884,8.87598,164.864,0.0173794
2014,1780.41,710.884,8.87598,327.924,0.0173794
2015,1780.7,1007.55,8.10208,168.857,0.0172762
2016,1781.97,1357.81,6.95173,322.084,0.0140426
2017,1782.16,1150.66,2.49459,200.43,0.0136676
2018,1783.46,32.3648,24.7676,259.026,0.0506914
2019,1783.46,32.3648,24.7676,275.853,0.0506914
2020,1783.72,717.457,12.458,166.999,0.0169558
2021,1783.72,717.457,12.458,317.529,0.0169558
2022,1783.88,1103.02,9.41517,341.128,0.0207077
2023,1787.44,1350.19,6.26683,321.512,0.0146413
2024,1788.59,777.264,9.95317,146.172,0.0184818
2025,1788.59,777.264,9.95317,287.387,0.0184818
2026,1795.35,690.387,6.06799,115.865,0.0270743
2027,1795.85,849.109,7.92995,212.573,0.0196032
2028,1795.92,193.717,8.33856,0.0423813,0.0137535
2029,1796.07,1379.44,12.5589,91.5515,0.0354386
2030,1796.51,170.672,8.72732,0.949135,0.0144533
2031,1798.86,531.781,10.6816,239.177,0.0200836
2032,1799.23,620.02,11.0558,220.562,0.0191936
2033,1799.53,319.72,3.26112,0.684357,0.0145185
2034,1799.64,1364.45,7.91489,322.184,0.0252765
2035,1800.28,365.037,12.9237,36.7387,0.0164986
2036,1800.28,365.037,12.9237,278.599,0.0164986
2037,1801.98,253.29,2.15766,1.44157,0.0166613
2038,1802.65,346.523,8.7592,222.891,0.0372781
2039,1802.65,346.523,8.7592,357.577,0.0372781
2040,1802.92,1077.8,6.19315,34.255,0.0134519
2041,1802.92,1077.8,6.19315,206.116,0.0134519
2042,1804.37,663.272,2.55178,359.442,0.0205141
2043,1805.91,861.528,14.1659,211.019,0.0168973
2044,1806.49,861.354,15.1482,209.923,0.0167648
2045,1809.76,847.734,7.52354,211.319,0.0158534
2046,1809.76,847.734,7.52354,244.144,0.0158534
2047,1809.97,884.052,4.3509,358.575,0.0152635
2048,1816.19,1393.97,12.5693,90.3699,0.0263618
2049,1817.74,688.837,15.8385,301.916,0.0415831
2050,1819.93,1324.84,6.66767,253.311,0.01842
2051,1822.24,19.8683,8.39956,264.138,0.0198524
2052,1823.89,921.166,4.6886,177.95,0.0166189
2053,1823.94,591.389,6.6762,217.093,0.0140966
2054,1823.96,1336.46,8.7319,153.538,0.0219575
2055,1824.11,1378.07,12.6296,88.8812,0.0437701
2056,1827.19,717.677,7.72559,148.168,0.0215914
2057,1829.22,884.892,20.7224,118.325,0.013671
2058,1829.31,1351.64,9.43402,157.316,0.0234658
2059,1832.38,903.919,6.42257,209.33,0.0169964
2060,1832.38,903.919,6.42257,268.941,0.0169964
2061,1832.87,1280.53,5.59129,39.2919,0.0207518
2062,1832.89,919.819,9.5868,175.791,0.0228659
2063,1833.15,585.8,8.441,265.215,0.0167956
2064,1833.31,630.321,2.07511,68.5465,0.0154767
2065,1833.34,613.549,25.4736,66.6306,0.0391854
2066,1833.8,574.866,6.66072,267.912,0.0146203
2067,1835.39,1342.99,5.80832,335.078,0.0138408
2068,1835.71,1362.98,7.06187,67.7023,0.027256
2069,1835.84,1363.22,7.23739,70.5997,0.0270402
2070,1835.84,1363.22,7.23739,340.023,0.0270402
2071,1836.64,1392.41,11.0242,86.6401,0.0257048
2072,1839.08,436.025,6.01237,91.4016,0.014725
2073,1844.57,1380.51,9.40938,88.318,0.0246605
2074,1844.71,326.671,8.50483,234.134,0.0276037
2075,1845.13,1181.95,7.74185,46.3546,0.0173786
2076,1845.13,1181.95,7.74185,176.819,0.0173786
2077,1845.13,1181.95,7.74185,311.847,0.0173786
2078,1845.8,30.9264,25.1075,269.647,0.0143732
2079,1848.95,715.484,25.364,297.502,0.0439661
2080,1849.49,726.126,5.90171,93.8734,0.0138371
2081,1852.09,426.131,10.6717,46.2599,0.0169229
2082,1852.09,426.131,10.6717,245.56,0.0169229
2083,1854.34,907.191,8.11058,87.8174,0.0146402
2084,1854.34,907.191,8.11058,127.121,0.0146402
2085,1866.41,1049.54,8.6228,151.59,0.0176097
2086,1866.41,1049.54,8.6228,314.589,0.0176097
2087,1866.57,740.491,12.547,85.0453,0.0185744
2088,1868.18,429.195,8.26539,49.6672,0.0134064
2089,1869.81,416.017,8.59801,65.3387,0.0159182
2090,1869.81,416.017,8.59801,242.376,0.0159182
2091,1875.71,799.175,7.82119,175.987,0.0195475
2092,1875.84,1041.61,6.44633,318.343,0.0165357
2093,1877.04,787.678,7.71229,294.025,0.0181998
2094,1879.65,16.7292,2.41401,269.965,0.0149487
2095,1887.05,762.909,31.4415,235.513,0.0139083
2096,1889.71,934.925,6.71651,164.667,0.0274686
2097,1890.99,797.757,11.9292,259.251,0.01858
2098,1891.47,784.917,7.72761,267.563,0.0215275
2099,1893.64,294.082,4.06689,246.258,0.0134026
2100,1899.48,18.1317,4.23733,271.256,0.0163455
2101,1901.67,937.167,12.0853,170.101,0.017026
